"Concrete Grade","Concrete Source","Qty.","Age","Weight in Kg.","Density in MT/m3","Load in KN","Comp. Strength in %"
"M-50","ACC PLANT","719.5M3",28,8.29,2456.2962962963,1106.2,70.1185185185185
"M-50","ACC PLANT","719.5M3",28,8.18,2423.7037037037,635.5,70.1185185185185
"M-50","ACC PLANT","719.5M3",28,8.08,2394.07407407407,624.8,70.1185185185185
"M-50","ACC PLANT","719.5M3",7,8.14,2411.85185185185,717.2,55.2266666666667
"M-50","ACC PLANT","719.5M3",7,8.08,2394.07407407407,458.9,55.2266666666667
"M-50","ACC PLANT","719.5M3",7,8.22,2435.55555555556,687.8,55.2266666666667
"M-50","ACC PLANT","719.5M3",28,8.2,2429.62962962963,664,56.4385185185185
"M-50","ACC PLANT","719.5M3",28,8.49,2515.55555555556,612.4,56.4385185185185
"M-50","ACC PLANT","719.5M3",28,8.17,2420.74074074074,628.4,56.4385185185185
"M-50","ACC PLANT","719.5M3",7,8.43,2497.77777777778,577.5,65.197037037037
"M-50","ACC PLANT","719.5M3",7,8.41,2491.85185185185,870.3,65.197037037037
"M-50","ACC PLANT","719.5M3",7,8.305,2460.74074074074,752.6,65.197037037037
"M-50","ACC PLANT","719.5M3",28,8.29,2456.2962962963,724.2,63.2977777777778
"M-50","ACC PLANT","719.5M3",28,8.465,2508.14814814815,756.8,63.2977777777778
"M-50","ACC PLANT","719.5M3",28,8.39,2485.92592592593,655.3,63.2977777777778
"M-50","ACC PLANT","719.5M3",7,8.3,2459.25925925926,565.2,64.9451851851852
"M-50","ACC PLANT","719.5M3",7,8.49,2515.55555555556,886.6,64.9451851851852
"M-50","ACC PLANT","719.5M3",7,8.34,2471.11111111111,740.1,64.9451851851852
"M-50","ACC PLANT","719.5M3",28,8.375,2481.48148148148,637.4,65.842962962963
"M-50","ACC PLANT","719.5M3",28,8.59,2545.18518518519,832.2,65.842962962963
"M-50","ACC PLANT","719.5M3",28,8.54,2530.37037037037,752.6,65.842962962963
"M-50","ACC PLANT","719.5M3",7,8.57,2539.25925925926,704.3,60.2192592592593
"M-50","ACC PLANT","719.5M3",7,8.53,2527.40740740741,769.5,60.2192592592593
"M-50","ACC PLANT","719.5M3",7,8.44,2500.74074074074,558.6,60.2192592592593
"M-50","ACC PLANT","719.5M3",28,8.17,2420.74074074074,780.3,72.0059259259259
"M-50","ACC PLANT","719.5M3",28,8.19,2426.66666666667,858,72.0059259259259
"M-50","ACC PLANT","719.5M3",28,8.48,2512.59259259259,791.9,72.0059259259259
"M-50","ACC PLANT","719.5M3",7,8.075,2392.59259259259,741.9,61.5022222222222
"M-50","ACC PLANT","719.5M3",7,8.165,2419.25925925926,583.1,61.5022222222222
"M-50","ACC PLANT","719.5M3",7,8.32,2465.18518518519,750.7,61.5022222222222
"M-50","ACC PLANT","42M3",7,8.29,2456.2962962963,561.8,45.8844444444444
"M-50","ACC PLANT","42M3",7,8.36,2477.03703703704,457.2,45.8844444444444
"M-50","ACC PLANT","42M3",7,8.54,2530.37037037037,529.6,45.8844444444444
"M-50","ACC PLANT","42M3",28,8.23,2438.51851851852,872.2,76.1837037037037
"M-50","ACC PLANT","42M3",28,8.255,2445.92592592593,914.6,76.1837037037037
"M-50","ACC PLANT","42M3",28,8.465,2508.14814814815,784.4,76.1837037037037
"M-50","ACC PLANT","42M3",7,8.24,2441.48148148148,391.5,40.7140740740741
"M-50","ACC PLANT","42M3",7,8.14,2411.85185185185,528.6,40.7140740740741
"M-50","ACC PLANT","42M3",7,8.17,2420.74074074074,454,40.7140740740741
"M-50","ACC PLANT","42M3",28,8.23,2438.51851851852,1006.6,90.2014814814815
"M-50","ACC PLANT","42M3",28,8.25,2444.44444444444,1110.2,90.2014814814815
"M-50","ACC PLANT","42M3",28,8.29,2456.2962962963,927.5,90.2014814814815
"M-50","ACC PLANT","42M3",7,8.125,2407.40740740741,461.5,43.677037037037
"M-50","ACC PLANT","42M3",7,8.17,2420.74074074074,549.3,43.677037037037
"M-50","ACC PLANT","42M3",7,8.13,2408.88888888889,463.3,43.677037037037
"M-50","ACC PLANT","42M3",28,8.27,2450.37037037037,824.8,79.4725925925926
"M-50","ACC PLANT","42M3",28,8.29,2456.2962962963,903.8,79.4725925925926
"M-50","ACC PLANT","42M3",28,8.29,2456.2962962963,953.6,79.4725925925926
"M-50","ACC PLANT","30M3",7,8.03,2379.25925925926,902.5,81.0074074074074
"M-50","ACC PLANT","30M3",7,7.9,2340.74074074074,995.8,81.0074074074074
"M-50","ACC PLANT","30M3",7,7.88,2334.81481481481,835.7,81.0074074074074
"M-50","ACC PLANT","30M3",28,8.59,2545.18518518519,1240.9,122.115555555556
"M-50","ACC PLANT","30M3",28,8.47,2509.62962962963,1656.2,122.115555555556
"M-50","ACC PLANT","30M3",28,8.88,2631.11111111111,1224.3,122.115555555556
"M-50","ACC PLANT","30M3",7,7.96,2358.51851851852,943.7,83.7037037037037
"M-50","ACC PLANT","30M3",7,7.94,2352.59259259259,971.5,83.7037037037037
"M-50","ACC PLANT","30M3",7,7.96,2358.51851851852,909.8,83.7037037037037
"M-50","ACC PLANT","30M3",28,8.67,2568.88888888889,1606.5,142.42962962963
"M-50","ACC PLANT","30M3",28,8.68,2571.85185185185,1609.9,142.42962962963
"M-50","ACC PLANT","30M3",28,8.625,2555.55555555556,1590.6,142.42962962963
"M-50","ACC PLANT","30M3",7,8.41,2491.85185185185,955,82.7111111111111
"M-50","ACC PLANT","30M3",7,8.34,2471.11111111111,1017.2,82.7111111111111
"M-50","ACC PLANT","30M3",7,8.235,2440,819.3,82.7111111111111
"M-50","ACC PLANT","30M3",28,8.605,2549.62962962963,1836.5,120.512592592593
"M-50","ACC PLANT","30M3",28,8.49,2515.55555555556,1202.8,120.512592592593
"M-50","ACC PLANT","30M3",28,8.565,2537.77777777778,1028,120.512592592593
"M-50","ACC PLANT","80M3",7,8.12,2405.92592592593,381,40.3348148148148
"M-50","ACC PLANT","80M3",7,8.21,2432.59259259259,475.5,40.3348148148148
"M-50","ACC PLANT","80M3",7,8.13,2408.88888888889,504.8,40.3348148148148
"M-50","ACC PLANT","80M3",28,8.35,2474.07407407407,849.4,75.7807407407407
"M-50","ACC PLANT","80M3",28,8.39,2485.92592592593,904.3,75.7807407407407
"M-50","ACC PLANT","80M3",28,8.175,2422.22222222222,803.9,75.7807407407407
"M-50","ACC PLANT","80M3",7,8.16,2417.77777777778,358.9,33.9081481481481
"M-50","ACC PLANT","80M3",7,8.19,2426.66666666667,391.2,33.9081481481481
"M-50","ACC PLANT","80M3",7,8.18,2423.7037037037,394.3,33.9081481481481
"M-50","ACC PLANT","80M3",28,8.43,2497.77777777778,821.3,73.5585185185185
"M-50","ACC PLANT","80M3",28,8.28,2453.33333333333,884.7,73.5585185185185
"M-50","ACC PLANT","80M3",28,8.27,2450.37037037037,776.6,73.5585185185185
"M-50","ACC PLANT","80M3",7,8.19,2426.66666666667,407,39.8459259259259
"M-50","ACC PLANT","80M3",7,8.235,2440,458,39.8459259259259
"M-50","ACC PLANT","80M3",7,8.21,2432.59259259259,479.8,39.8459259259259
"M-50","ACC PLANT","80M3",28,8.345,2472.59259259259,821.6,71.68
"M-50","ACC PLANT","80M3",28,8.33,2468.14814814815,855.5,71.68
"M-50","ACC PLANT","80M3",28,8.3,2459.25925925926,742.1,71.68
"M-50","ACC PLANT","80M3",7,8.22,2435.55555555556,425.2,34.6074074074074
"M-50","ACC PLANT","80M3",7,8.26,2447.40740740741,393.7,34.6074074074074
"M-50","ACC PLANT","80M3",7,8.155,2416.2962962963,349.1,34.6074074074074
"M-50","ACC PLANT","80M3",28,8.105,2401.48148148148,753.4,70.8711111111111
"M-50","ACC PLANT","80M3",28,8.15,2414.81481481481,769.5,70.8711111111111
"M-50","ACC PLANT","80M3",28,8.3,2459.25925925926,869,70.8711111111111
"M-50","ACC PLANT","54M3",7,8.695,2576.2962962963,1120.5,110.595555555556
"M-50","ACC PLANT","54M3",7,8.735,2588.14814814815,1198.8,110.595555555556
"M-50","ACC PLANT","54M3",7,8.64,2560,1413.3,110.595555555556
"M-50","ACC PLANT","54M3",28,8.235,2440,1437.1,126.248888888889
"M-50","ACC PLANT","54M3",28,8.255,2445.92592592593,1405.1,126.248888888889
"M-50","ACC PLANT","54M3",28,8.345,2472.59259259259,1418.7,126.248888888889
"M-50","ACC PLANT","54M3",7,8.565,2537.77777777778,1203.5,103.306666666667
"M-50","ACC PLANT","54M3",7,8.585,2543.7037037037,1092.5,103.306666666667
"M-50","ACC PLANT","54M3",7,8.55,2533.33333333333,1190.6,103.306666666667
"M-50","ACC PLANT","54M3",28,8.425,2496.2962962963,1589.3,144.939259259259
"M-50","ACC PLANT","54M3",28,8.54,2530.37037037037,1342.4,144.939259259259
"M-50","ACC PLANT","54M3",28,8.48,2512.59259259259,1960,144.939259259259
"M-50","ACC PLANT","54M3",7,8.79,2604.44444444444,1314.1,87.1881481481482
"M-50","ACC PLANT","54M3",7,8.59,2545.18518518519,688.8,87.1881481481482
"M-50","ACC PLANT","54M3",7,8.68,2571.85185185185,939.7,87.1881481481482
"M-50","ACC PLANT","54M3",28,8.685,2573.33333333333,1737.4,126.613333333333
"M-50","ACC PLANT","54M3",28,8.675,2570.37037037037,1040.4,126.613333333333
"M-50","ACC PLANT","54M3",28,8.632,2557.62962962963,1495.4,126.613333333333
"M-50","ACC PLANT","54M3",7,8.64,2560,1163.2,107.472592592593
"M-50","ACC PLANT","54M3",7,8.65,2562.96296296296,1214.3,107.472592592593
"M-50","ACC PLANT","54M3",7,8.642,2560.59259259259,1249.7,107.472592592593
"M-50","ACC PLANT","54M3",28,8.65,2562.96296296296,1756.1,157.508148148148
"M-50","ACC PLANT","54M3",28,8.6,2548.14814814815,1778.7,157.508148148148
"M-50","ACC PLANT","54M3",28,8.535,2528.88888888889,1781.1,157.508148148148
"M-70","ACC PLANT","5m3",7,8.45,2503.7037037037,1206.8,72.4148148148148
"M-70","ACC PLANT","5m3",7,8.6,2548.14814814815,967.3,72.4148148148148
"M-70","ACC PLANT","5m3",7,8.435,2499.25925925926,1247.5,72.4148148148148
"M-70","ACC PLANT","5m3",28,8.29,2456.2962962963,1661.1,95.5386243386243
"M-70","ACC PLANT","5m3",28,8.18,2423.7037037037,1674.5,95.5386243386243
"M-70","ACC PLANT","5m3",28,8.335,2469.62962962963,1178.6,95.5386243386243
"M50","ACC PLANT","10m3",7,8.46,2506.66666666667,968.2,98
"M50","ACC PLANT","10m3",7,8.6,2548.14814814815,1094.8,98
"M50","ACC PLANT","10m3",7,8.62,2554.07407407407,1244.5,98
"M50","ACC PLANT","10m3",28,8.41,2491.85185185185,1440.8,137.122962962963
"M50","ACC PLANT","10m3",28,8.46,2506.66666666667,1540.6,137.122962962963
"M50","ACC PLANT","10m3",28,8.37,2480,1646.5,137.122962962963
"M50","ACC PLANT","10m3",7,8.57,2539.25925925926,1084.2,92.0474074074074
"M50","ACC PLANT","10m3",7,8.68,2571.85185185185,1084.4,92.0474074074074
"M50","ACC PLANT","10m3",7,8.715,2582.22222222222,938,92.0474074074074
"M50","ACC PLANT","10m3",28,8.51,2521.48148148148,1163.1,126.8
"M50","ACC PLANT","10m3",28,8.47,2509.62962962963,1612.4,126.8
"M50","ACC PLANT","10m3",28,8.47,2509.62962962963,1504,126.8
"M-50","ACC PLANT","5m3",7,8.49,2515.55555555556,919.9,81.5644444444444
"M-50","ACC PLANT","5m3",7,8.46,2506.66666666667,951.6,81.5644444444444
"M-50","ACC PLANT","5m3",7,8.38,2482.96296296296,881.3,81.5644444444444
"M-50","ACC PLANT","5m3",28,8.4,2488.88888888889,1671.3,130.023703703704
"M-50","ACC PLANT","5m3",28,8.335,2469.62962962963,1222.6,130.023703703704
"M-50","ACC PLANT","5m3",28,8.41,2491.85185185185,1494.4,130.023703703704
"M-70","ACC PLANT","6M3",7,8.7,2577.77777777778,1105.5,75.4751322751323
"M-70","ACC PLANT","6M3",7,8.805,2608.88888888889,1564.4,75.4751322751323
"M-70","ACC PLANT","6M3",7,8.65,2562.96296296296,896.3,75.4751322751323
"M-70","ACC PLANT","6M3",28,8.735,2588.14814814815,1593.2,103.056084656085
"M-70","ACC PLANT","6M3",28,8.7,2577.77777777778,1473,103.056084656085
"M-70","ACC PLANT","6M3",28,8.605,2549.62962962963,1803.2,103.056084656085
"M70","ACC PLANT","5.5M3",7,8.415,2493.33333333333,1139.5,66.6666666666667
"M70","ACC PLANT","5.5M3",7,8.455,2505.18518518519,1165.6,66.6666666666667
"M70","ACC PLANT","5.5M3",7,8.465,2508.14814814815,844.9,66.6666666666667
"M70","ACC PLANT","5.5M3",28,8.51,2521.48148148148,1590.5,100.698412698413
"M70","ACC PLANT","5.5M3",28,8.49,2515.55555555556,1555.5,100.698412698413
"M70","ACC PLANT","5.5M3",28,8.475,2511.11111111111,1612,100.698412698413
"M-70","ACC PLANT","5M3",7,8.555,2534.81481481481,1162.2,84.9375661375662
"M-70","ACC PLANT","5M3",7,8.595,2546.66666666667,1270.5,84.9375661375662
"M-70","ACC PLANT","5M3",7,8.55,2533.33333333333,1580.6,84.9375661375662
"M-70","ACC PLANT","5M3",28,8.72,2583.7037037037,1303.5,108.093544973545
"M-70","ACC PLANT","5M3",28,8.625,2555.55555555556,2056.62,108.093544973545
"M-70","ACC PLANT","5M3",28,8.63,2557.03703703704,1747.3,108.093544973545
"M-70","ACC PLANT","5M3",7,8.59,2545.18518518519,1076.6,72.1248677248677
"M-70","ACC PLANT","5M3",7,8.61,2551.11111111111,1128.5,72.1248677248677
"M-70","ACC PLANT","5M3",7,8.56,2536.2962962963,1202.8,72.1248677248677
"M-70","ACC PLANT","5M3",28,8.5,2518.51851851852,1737.9,96.626455026455
"M-70","ACC PLANT","5M3",28,8.535,2528.88888888889,1473.3,96.626455026455
"M-70","ACC PLANT","5M3",28,8.595,2546.66666666667,1354.4,96.626455026455
"M-70","ACC PLANT","5M3",7,8.64,2560,1269,78.0063492063491
"M-70","ACC PLANT","5M3",7,8.66,2565.92592592593,1321.2,78.0063492063491
"M-70","ACC PLANT","5M3",7,8.77,2598.51851851852,1095.6,78.0063492063491
"M-70","ACC PLANT","5M3",28,8.875,2629.62962962963,1939.1,106.865608465608
"M-70","ACC PLANT","5M3",28,8.85,2622.22222222222,1700.9,106.865608465608
"M-70","ACC PLANT","5M3",28,8.77,2598.51851851852,1409.4,106.865608465608
"M50","ACC PLANT","24M3",7,8.35,2474.07407407407,903.7,76.56
"M50","ACC PLANT","24M3",7,8.375,2481.48148148148,943.7,76.56
"M50","ACC PLANT","24M3",7,8.39,2485.92592592593,736.5,76.56
"M50","ACC PLANT","24M3",28,8.59,2545.18518518519,1573.7,129.822222222222
"M50","ACC PLANT","24M3",28,8.595,2546.66666666667,1331.1,129.822222222222
"M50","ACC PLANT","24M3",28,8.64,2560,1476.7,129.822222222222
"M50","ACC PLANT","24M3",7,8.435,2499.25925925926,939.7,80.725925925926
"M50","ACC PLANT","24M3",7,8.39,2485.92592592593,937.1,80.725925925926
"M50","ACC PLANT","24M3",7,8.37,2480,847.7,80.725925925926
"M50","ACC PLANT","24M3",28,8.53,2527.40740740741,1550.2,123.579259259259
"M50","ACC PLANT","24M3",28,8.66,2565.92592592593,1163.9,123.579259259259
"M50","ACC PLANT","24M3",28,8.58,2542.22222222222,1456.7,123.579259259259
"M50","ACC PLANT","24M3",7,8.305,2460.74074074074,789.8,70.2074074074074
"M50","ACC PLANT","24M3",7,8.355,2475.55555555556,949.5,70.2074074074074
"M50","ACC PLANT","24M3",7,8.305,2460.74074074074,630.2,70.2074074074074
"M50","ACC PLANT","24M3",28,8.44,2500.74074074074,1001.2,119.694814814815
"M50","ACC PLANT","24M3",28,8.39,2485.92592592593,1454.4,119.694814814815
"M50","ACC PLANT","24M3",28,8.53,2527.40740740741,1584.1,119.694814814815
"M-70","ACC PLANT","7.5",7,8.42,2494.81481481481,1012.4,76.162962962963
"M-70","ACC PLANT","7.5",7,8.37,2480,1320.1,76.162962962963
"M-70","ACC PLANT","7.5",7,8.34,2471.11111111111,1266.2,76.162962962963
"M-70","ACC PLANT","7.5",28,8.59,2545.18518518519,1686.8,92.7809523809524
"M-70","ACC PLANT","7.5",28,8.6,2548.14814814815,1307.4,92.7809523809524
"M-70","ACC PLANT","7.5",28,8.51,2521.48148148148,1389.7,92.7809523809524
"M-70","ACC PLANT","7.5",7,8.23,2438.51851851852,930,58.0825396825397
"M-70","ACC PLANT","7.5",7,8.255,2445.92592592593,798.1,58.0825396825397
"M-70","ACC PLANT","7.5",7,8.16,2417.77777777778,1016.3,58.0825396825397
"M-70","ACC PLANT","7.5",28,8.51,2521.48148148148,935.5,75.1386243386243
"M-70","ACC PLANT","7.5",28,8.45,2503.7037037037,1278.1,75.1386243386243
"M-70","ACC PLANT","7.5",28,8.485,2514.07407407407,1336.7,75.1386243386243
"M-50","ACC PLANT","22 M3",7,8.605,2549.62962962963,941,74.6044444444444
"M-50","ACC PLANT","22 M3",7,8.725,2585.18518518519,692.4,74.6044444444444
"M-50","ACC PLANT","22 M3",7,8.77,2598.51851851852,884.5,74.6044444444444
"M-50","ACC PLANT","22 M3",28,8.615,2552.59259259259,1556.1,135.063703703704
"M-50","ACC PLANT","22 M3",28,8.79,2604.44444444444,1398.4,135.063703703704
"M-50","ACC PLANT","22 M3",28,8.91,2640,1603.9,135.063703703704
"M-50","ACC PLANT","22 M3",7,8.66,2565.92592592593,999.4,80.8562962962963
"M-50","ACC PLANT","22 M3",7,8.635,2558.51851851852,784.3,80.8562962962963
"M-50","ACC PLANT","22 M3",7,8.675,2570.37037037037,945.2,80.8562962962963
"M-50","ACC PLANT","22 M3",28,8.77,2598.51851851852,957,107.875555555556
"M-50","ACC PLANT","22 M3",28,8.645,2561.48148148148,1414.3,107.875555555556
"M-50","ACC PLANT","22 M3",28,8.77,2598.51851851852,1269.5,107.875555555556
"M-50","ACC PLANT","22 M3",7,8.755,2594.07407407407,881.2,80.2133333333334
"M-50","ACC PLANT","22 M3",7,8.68,2571.85185185185,822.6,80.2133333333334
"M-50","ACC PLANT","22 M3",7,8.8,2607.40740740741,1003.4,80.2133333333334
"M-50","ACC PLANT","22 M3",28,8.715,2582.22222222222,1201.1,116.912592592593
"M-50","ACC PLANT","22 M3",28,8.73,2586.66666666667,1448.1,116.912592592593
"M-50","ACC PLANT","22 M3",28,8.675,2570.37037037037,1296.6,116.912592592593
"M-70","ACC PLANT","5.5M3",7,8.84,2619.25925925926,881.2,57.2952380952381
"M-70","ACC PLANT","5.5M3",7,8.705,2579.25925925926,822.6,57.2952380952381
"M-70","ACC PLANT","5.5M3",7,8.68,2571.85185185185,1003.4,57.2952380952381
"M-70","ACC PLANT","5.5M3",28,8.78,2601.48148148148,1488.2,98.1164021164021
"M-70","ACC PLANT","5.5M3",28,8.71,2580.74074074074,1373.1,98.1164021164021
"M-70","ACC PLANT","5.5M3",28,8.715,2582.22222222222,1774.7,98.1164021164021
"M-70","ACC PLANT","5.5M3",7,8.555,2534.81481481481,1086.5,69.2550264550265
"M-70","ACC PLANT","5.5M3",7,8.625,2555.55555555556,1260.9,69.2550264550265
"M-70","ACC PLANT","5.5M3",7,8.765,2597.03703703704,924.9,69.2550264550265
"M-70","ACC PLANT","5.5M3",28,8.34,2471.11111111111,1243.6,84.9079365079365
"M-70","ACC PLANT","5.5M3",28,8.3,2459.25925925926,1514.7,84.9079365079365
"M-70","ACC PLANT","5.5M3",28,8.34,2471.11111111111,1253.6,84.9079365079365
"M-50","ACC PLANT","3M3",7,8.78,2601.48148148148,1230.3,110.447407407407
"M-50","ACC PLANT","3M3",7,8.84,2619.25925925926,1185,110.447407407407
"M-50","ACC PLANT","3M3",7,8.79,2604.44444444444,1312.3,110.447407407407
"M-50","ACC PLANT","3M3",28,8.46,2506.66666666667,1537.7,140
"M-50","ACC PLANT","3M3",28,8.42,2494.81481481481,1585.8,140
"M-50","ACC PLANT","3M3",28,8.4,2488.88888888889,1601.5,140
"M-50","ACC PLANT","36M3",7,8.46,2506.66666666667,985.2,85.1792592592593
"M-50","ACC PLANT","36M3",7,8.425,2496.2962962963,953.3,85.1792592592593
"M-50","ACC PLANT","36M3",7,8.545,2531.85185185185,936.3,85.1792592592593
"M-50","ACC PLANT","36M3",28,8.725,2585.18518518519,1402.3,121.961481481481
"M-50","ACC PLANT","36M3",28,8.675,2570.37037037037,1340.2,121.961481481481
"M-50","ACC PLANT","36M3",28,8.84,2619.25925925926,1373.7,121.961481481481
"M-50","ACC PLANT","36M3",7,8.27,2450.37037037037,982.6,88.7140740740741
"M-50","ACC PLANT","36M3",7,8.215,2434.07407407407,1001.7,88.7140740740741
"M-50","ACC PLANT","36M3",7,8.285,2454.81481481481,1009.8,88.7140740740741
"M-50","ACC PLANT","36M3",28,8.82,2613.33333333333,1307.9,126.047407407407
"M-50","ACC PLANT","36M3",28,8.78,2601.48148148148,1555.9,126.047407407407
"M-50","ACC PLANT","36M3",28,8.765,2597.03703703704,1390.3,126.047407407407
"M-50","ACC PLANT","36M3",7,8.5,2518.51851851852,910.8,84.5362962962963
"M-50","ACC PLANT","36M3",7,8.535,2528.88888888889,916,84.5362962962963
"M-50","ACC PLANT","36M3",7,8.59,2545.18518518519,1026.3,84.5362962962963
"M-50","ACC PLANT","36M3",28,8.825,2614.81481481481,1421.3,118.580740740741
"M-50","ACC PLANT","36M3",28,8.9,2637.03703703704,1192.2,118.580740740741
"M-50","ACC PLANT","36M3",28,8.83,2616.2962962963,1388.6,118.580740740741
"M-50","ACC PLANT","36M3",7,8.455,2505.18518518519,973.6,83.9555555555556
"M-50","ACC PLANT","36M3",7,8.4,2488.88888888889,817.3,83.9555555555556
"M-50","ACC PLANT","36M3",7,8.455,2505.18518518519,1042.6,83.9555555555556
"M-50","ACC PLANT","36M3",28,8.762,2596.14814814815,1717,135.842962962963
"M-50","ACC PLANT","36M3",28,8.775,2600,1385.5,135.842962962963
"M-50","ACC PLANT","36M3",28,8.755,2594.07407407407,1482.2,135.842962962963
"M-50","ACC PLANT","54M3",7,8.695,2576.2962962963,947.3,75.0488888888889
"M-50","ACC PLANT","54M3",7,8.73,2586.66666666667,752.1,75.0488888888889
"M-50","ACC PLANT","54M3",7,8.505,2520,833.5,75.0488888888889
"M-50","ACC PLANT","54M3",28,8.72,2583.7037037037,1022.8,103.161481481481
"M-50","ACC PLANT","54M3",28,8.71,2580.74074074074,1313.8,103.161481481481
"M-50","ACC PLANT","54M3",28,8.76,2595.55555555556,1145.1,103.161481481481
"M-50","ACC PLANT","54M3",7,8.55,2533.33333333333,827.6,68.5333333333333
"M-50","ACC PLANT","54M3",7,8.53,2527.40740740741,734.3,68.5333333333333
"M-50","ACC PLANT","54M3",7,8.53,2527.40740740741,751.1,68.5333333333333
"M-50","ACC PLANT","54M3",28,8.72,2583.7037037037,1222.8,111.611851851852
"M-50","ACC PLANT","54M3",28,8.785,2602.96296296296,1282.6,111.611851851852
"M-50","ACC PLANT","54M3",28,8.72,2583.7037037037,1261.5,111.611851851852
"M-50","ACC PLANT","54M3",7,8.51,2521.48148148148,718.5,72.3496296296296
"M-50","ACC PLANT","54M3",7,8.49,2515.55555555556,966.3,72.3496296296296
"M-50","ACC PLANT","54M3",7,8.475,2511.11111111111,757,72.3496296296296
"M-50","ACC PLANT","54M3",28,8.765,2597.03703703704,1233.6,109.688888888889
"M-50","ACC PLANT","54M3",28,8.72,2583.7037037037,1365.1,109.688888888889
"M-50","ACC PLANT","54M3",28,8.89,2634.07407407407,1103.3,109.688888888889
"M-50","ACC PLANT","54M3",7,8.665,2567.40740740741,1004.1,95.84
"M-50","ACC PLANT","54M3",7,8.545,2531.85185185185,1048.8,95.84
"M-50","ACC PLANT","54M3",7,8.665,2567.40740740741,1181.7,95.84
"M-50","ACC PLANT","54M3",28,8.945,2650.37037037037,1684.7,144.8
"M-50","ACC PLANT","54M3",28,8.855,2623.7037037037,1642,144.8
"M-50","ACC PLANT","54M3",28,8.875,2629.62962962963,1560.3,144.8
"M-70","ACC PLANT","6M3",7,8.465,2508.14814814815,1125.3,70.7386243386243
"M-70","ACC PLANT","6M3",7,8.46,2506.66666666667,1170.2,70.7386243386243
"M-70","ACC PLANT","6M3",7,8.52,2524.44444444444,1046.9,70.7386243386243
"M-70","ACC PLANT","6M3",28,8.815,2611.85185185185,1580.5,101.837037037037
"M-70","ACC PLANT","6M3",28,8.935,2647.40740740741,1650.8,101.837037037037
"M-70","ACC PLANT","6M3",28,8.815,2611.85185185185,1580.5,101.837037037037
"M-50","ACC PLANT","48M3",7,8.27,2450.37037037037,964.6,83.8192592592593
"M-50","ACC PLANT","48M3",7,8.41,2491.85185185185,990.7,83.8192592592593
"M-50","ACC PLANT","48M3",7,8.235,2440,873.6,83.8192592592593
"M-50","ACC PLANT","48M3",28,8.9,2637.03703703704,1367.9,120.699259259259
"M-50","ACC PLANT","48M3",28,8.77,2598.51851851852,1210.1,120.699259259259
"M-50","ACC PLANT","48M3",28,8.84,2619.25925925926,1495.6,120.699259259259
"M-50","ACC PLANT","48M3",7,8.365,2478.51851851852,822.6,87.282962962963
"M-50","ACC PLANT","48M3",7,8.36,2477.03703703704,1075.2,87.282962962963
"M-50","ACC PLANT","48M3",7,8.59,2545.18518518519,1048,87.282962962963
"M-50","ACC PLANT","48M3",28,8.85,2622.22222222222,1597.5,133.437037037037
"M-50","ACC PLANT","48M3",28,8.765,2597.03703703704,1426.8,133.437037037037
"M-50","ACC PLANT","48M3",28,8.825,2614.81481481481,1479.2,133.437037037037
"M-50","ACC PLANT","48M3",7,8.47,2509.62962962963,942.6,80.3466666666667
"M-50","ACC PLANT","48M3",7,8.505,2520,878.9,80.3466666666667
"M-50","ACC PLANT","48M3",7,8.53,2527.40740740741,890.2,80.3466666666667
"M-50","ACC PLANT","48M3",28,8.7,2577.77777777778,1359.6,121.128888888889
"M-50","ACC PLANT","48M3",28,8.76,2595.55555555556,1211.8,121.128888888889
"M-50","ACC PLANT","48M3",28,8.74,2589.62962962963,1516.7,121.128888888889
"M-50","ACC PLANT","48M3",7,8.44,2500.74074074074,846.7,75.8785185185185
"M-50","ACC PLANT","48M3",7,8.27,2450.37037037037,895.4,75.8785185185185
"M-50","ACC PLANT","48M3",7,8.45,2503.7037037037,818.8,75.8785185185185
"M-50","ACC PLANT","48M3",28,8.8,2607.40740740741,1388,110.631111111111
"M-50","ACC PLANT","48M3",28,8.925,2644.44444444444,1083.3,110.631111111111
"M-50","ACC PLANT","48M3",28,8.785,2602.96296296296,1262.5,110.631111111111
"M-50","ACC PLANT","23M3",7,8.38,2482.96296296296,999.3,88.56
"M-50","ACC PLANT","23M3",7,8.45,2503.7037037037,969.9,88.56
"M-50","ACC PLANT","23M3",7,8.64,2560,1019.7,88.56
"M-50","ACC PLANT","23M3",28,8.46,2506.66666666667,1551.3,128.891851851852
"M-50","ACC PLANT","23M3",28,8.525,2525.92592592593,1445.7,128.891851851852
"M-50","ACC PLANT","23M3",28,8.53,2527.40740740741,1353.1,128.891851851852
"M-50","ACC PLANT","23M3",7,8.82,2613.33333333333,964.9,95.0814814814815
"M-50","ACC PLANT","23M3",7,8.79,2604.44444444444,1072.5,95.0814814814815
"M-50","ACC PLANT","23M3",7,8.825,2614.81481481481,1171.6,95.0814814814815
"M-50","ACC PLANT","23M3",28,8.805,2608.88888888889,1369,146.207407407407
"M-50","ACC PLANT","23M3",28,8.815,2611.85185185185,2090.4,146.207407407407
"M-50","ACC PLANT","23M3",28,8.83,2616.2962962963,1475.1,146.207407407407
"M-50","ACC PLANT","23M3",7,8.785,2602.96296296296,871.9,77.2385185185185
"M-50","ACC PLANT","23M3",7,8.72,2583.7037037037,874.5,77.2385185185185
